framework,ip,status,count
Llamafile,http://154.53.56.112:8090,200,2
LM studio,http://139.144.217.136:9928,200,15
LM studio,http://89.33.192.147:6443,400,30
LM studio,http://132.145.133.105:11434,500,2
LM studio,http://195.140.147.103:8000,404,15
LM studio,http://101.43.150.107:10002,400,15
LM studio,http://124.70.152.128:3000,405,19
LM studio,http://8.133.255.160:8888,404,15
LM studio,http://113.44.166.14:8000,403,10
LM studio,http://111.229.186.13:3001,404,15
LM studio,http://101.37.145.198:18000,403,10
LM studio,http://192.210.206.26:8080,404,14
LM studio,http://82.213.226.105:8090,404,15
LM studio,http://172.67.218.201:8443,400,15
LM studio,http://198.176.55.4:8000,403,10
LM studio,http://222.246.108.252:8888,404,15
LM studio,http://103.117.222.60:8000,403,10
LM studio,http://118.89.79.208:18080,403,10
LM studio,http://113.44.133.89:8000,403,10
LM studio,http://47.103.56.79:6103,404,15
LM studio,http://5.59.249.94:8000,403,10
LM studio,http://8.138.122.59:8000,403,15
LM studio,http://158.140.136.247:8080,405,10
LM studio,http://113.45.205.246:8000,403,10
LM studio,http://14.145.197.69:8443,400,30
LM studio,http://113.44.166.14:81,403,10
LM studio,http://64.176.167.2:8000,403,10
LM studio,http://37.27.43.40:8080,403,10
LM studio,http://113.44.170.243:8080,404,15
LM studio,http://175.207.162.130:8000,400,15
LM studio,http://39.102.210.33:8000,403,10
LM studio,http://132.145.133.105:11434,404,11
LM studio,http://43.163.8.33:8000,403,10
LM studio,http://120.244.171.34:8000,401,15
LM studio,http://158.140.136.247:8080,404,5
LM studio,http://132.145.133.105:11434,200,2
LM studio,http://113.44.166.14:81,404,5
LM studio,http://124.70.152.128:3000,200,10
LM studio,http://5.59.249.94:8000,404,5
LM studio,http://101.37.145.198:18000,404,5
LM studio,http://64.176.167.2:8000,404,5
LM studio,http://113.44.133.89:8000,404,5
LM studio,http://37.27.43.40:8080,404,5
LM studio,http://39.102.210.33:8000,404,5
LM studio,http://198.176.55.4:8000,404,5
LM studio,http://113.44.166.14:8000,404,5
LM studio,http://103.117.222.60:8000,404,5
LM studio,http://113.45.205.246:8000,404,5
LM studio,http://118.89.79.208:18080,404,5
LM studio,http://43.163.8.33:8000,404,5
VLLM,http://43.128.105.11:8080,404,13
VLLM,http://116.196.108.31:8008,502,13
VLLM,http://168.138.195.227:8036,404,13
VLLM,http://168.138.195.227:8036,200,2
VLLM,http://36.103.177.31:50001,404,6
VLLM,http://104.21.15.206:2083,400,13
VLLM,http://43.128.105.11:8080,500,2
VLLM,http://111.229.186.13:3001,404,6
VLLM,http://221.6.205.110:9106,404,10
VLLM,http://43.153.113.121:5000,404,5
VLLM,http://58.220.217.10:12000,404,6
VLLM,http://154.204.181.85:20006,404,9
VLLM,http://111.229.175.250:5000,404,15
VLLM,http://120.244.171.34:8000,401,9
VLLM,http://144.24.79.10:3210,404,13
VLLM,http://81.169.145.90:8080,404,9
VLLM,http://117.88.40.219:8848,404,10
VLLM,http://47.79.42.225:32769,404,7
VLLM,http://113.44.166.14:81,403,9
VLLM,http://117.72.39.156:8443,400,3
VLLM,http://51.81.210.204:3210,404,9
VLLM,http://172.67.164.57:2087,400,8
VLLM,http://193.112.95.180:8090,403,9
VLLM,http://104.208.96.192:10001,404,4
VLLM,http://138.2.58.79:8036,404,9
VLLM,http://156.227.232.222:10084,404,10
VLLM,http://3.209.67.229:8080,404,10
VLLM,http://165.140.202.11:88,404,6
VLLM,http://180.106.159.139:10001,404,9
VLLM,http://137.220.40.184:10001,404,9
VLLM,http://20.191.144.66:9001,404,13
VLLM,http://154.37.212.237:3210,404,9
VLLM,http://139.224.47.37:3000,405,9
VLLM,http://128.135.164.123:1234,501,7
VLLM,http://117.72.101.45:8090,404,9
VLLM,http://111.113.214.132:30,404,6
VLLM,http://59.175.44.57:3001,404,7
VLLM,http://103.119.1.120:3000,404,8
VLLM,http://123.56.77.251:9001,404,9
VLLM,http://139.180.132.63:9090,404,10
VLLM,http://119.23.178.22:7002,404,8
VLLM,http://112.2.3.218:8000,404,9
VLLM,http://145.223.80.6:8001,404,15
VLLM,http://113.44.133.89:8000,403,7
VLLM,http://148.135.70.154:50000,404,9
VLLM,http://203.83.237.177:8082,400,9
VLLM,http://150.158.131.50:8084,404,12
VLLM,http://74.48.194.144:8085,404,10
VLLM,http://159.138.57.196:3210,404,7
VLLM,http://117.72.101.45:8090,405,2
VLLM,http://160.16.119.138:8082,404,9
VLLM,http://64.181.247.157:8000,404,4
VLLM,http://43.163.8.33:8000,403,9
VLLM,http://180.127.11.174:7777,404,9
VLLM,http://47.102.109.252:3000,404,7
VLLM,http://38.29.145.42:3000,404,5
VLLM,http://45.8.113.148:32769,404,10
VLLM,http://192.3.80.139:8036,404,7
VLLM,http://156.254.6.28:8088,404,10
VLLM,http://185.136.162.121:8020,500,3
VLLM,http://129.154.218.157:50000,404,9
VLLM,http://43.157.98.28:9443,400,8
VLLM,http://49.235.129.118:50001,404,10
VLLM,http://112.124.46.23:7001,404,10
VLLM,http://216.158.226.106:8082,404,13
VLLM,http://211.42.37.153:8888,404,8
VLLM,http://117.72.116.236:18080,501,9
VLLM,http://117.72.67.165:10004,405,6
VLLM,http://185.136.162.121:8020,200,2
VLLM,http://159.226.21.213:3002,404,7
VLLM,http://147.135.15.225:3001,404,8
VLLM,http://188.68.55.150:8070,404,4
VLLM,http://13.202.86.137:3000,404,5
VLLM,http://152.53.34.28:3002,404,7
VLLM,http://183.131.244.174:7777,400,2
VLLM,http://66.212.18.238:8888,404,5
VLLM,http://185.136.162.121:8020,404,3
VLLM,http://144.24.79.10:3210,200,2
VLLM,http://150.158.131.50:8084,200,2
VLLM,http://20.191.144.66:9001,200,2
VLLM,http://43.163.8.33:8000,404,1
VLLM,http://74.48.194.144:8085,500,2
VLLM,http://139.180.132.63:9090,200,1
VLLM,http://45.8.113.148:32769,500,2
VLLM,http://148.135.70.154:50000,200,1
VLLM,http://103.72.97.228:32768,404,10
VLLM,http://103.72.97.228:32768,200,1
VLLM,http://3.209.67.229:8080,200,1
VLLM,http://193.112.95.180:8090,404,3
VLLM,http://152.53.34.28:3002,200,1
VLLM,http://117.72.116.236:18080,404,2
OpenWebUI,http://110.40.43.187:3000,403,3
OpenWebUI,http://121.43.143.180:8090,404,1
OpenWebUI,http://119.8.116.191:3000,403,3
OpenWebUI,http://121.43.143.180:8090,401,2
OpenWebUI,http://110.40.20.2:3000,401,1
OpenWebUI,http://110.40.20.2:3000,403,2
OpenWebUI,http://49.234.186.233:3000,403,3
OpenWebUI,http://142.171.45.250:3000,403,3
OpenWebUI,http://213.202.223.202:3000,403,3
OpenWebUI,http://114.251.135.82:3000,403,2
OpenWebUI,http://159.69.29.209:3000,403,3
OpenWebUI,http://153.35.82.14:3000,403,3
OpenWebUI,http://47.99.81.126:3000,403,3
OpenWebUI,http://109.199.96.251:8080,401,1
OpenWebUI,http://109.199.96.251:8080,403,2
OpenWebUI,http://36.138.171.157:3000,403,3
OpenWebUI,http://47.115.172.176:3000,403,2
OpenWebUI,http://88.197.52.60:8080,403,2
OpenWebUI,http://60.172.131.83:3000,403,3
OpenWebUI,http://101.126.85.69:8080,403,3
OpenWebUI,http://85.214.211.151:3000,403,3
OpenWebUI,http://88.99.57.241:3000,403,3
OpenWebUI,http://157.230.57.206:11434,403,3
OpenWebUI,http://211.86.152.208:8080,403,3
OpenWebUI,http://132.226.14.78:3000,401,3
OpenWebUI,http://165.22.99.91:3000,404,3
OpenWebUI,http://106.15.54.250:8080,404,3
OpenWebUI,http://113.105.41.15:3000,403,3
OpenWebUI,http://142.171.236.32:5000,403,3
OpenWebUI,http://74.48.61.84:3000,403,2
OpenWebUI,http://103.127.99.95:3000,403,3
OpenWebUI,http://8.140.250.78:10067,400,3
OpenWebUI,http://116.62.116.255:3000,403,2
OpenWebUI,http://114.251.135.82:3000,500,1
OpenWebUI,http://1.14.108.13:3000,403,3
OpenWebUI,http://43.156.228.96:3000,403,3
OpenWebUI,http://183.241.49.168:30001,403,2
OpenWebUI,http://195.26.240.229:8080,403,2
OpenWebUI,http://50.46.229.76:8080,403,3
OpenWebUI,http://121.43.164.216:3000,403,3
OpenWebUI,http://195.78.46.43:3001,403,3
OpenWebUI,http://193.70.75.3:8080,403,2
OpenWebUI,http://193.70.75.3:8080,500,1
OpenWebUI,http://82.67.99.35:3000,403,2
OpenWebUI,http://83.229.121.33:3000,403,2
OpenWebUI,http://195.254.132.46:8080,403,3
OpenWebUI,http://86.3.47.24:8080,403,3
OpenWebUI,http://149.102.142.110:8141,404,3
OpenWebUI,http://78.46.41.50:3000,200,1
OpenWebUI,http://129.80.129.149:3000,403,3
OpenWebUI,http://182.92.110.19:3030,403,3
OpenWebUI,http://58.39.239.58:3000,200,1
OpenWebUI,http://195.26.240.229:8080,401,1
OpenWebUI,http://88.222.212.95:8080,403,3
OpenWebUI,http://177.194.239.139:3001,403,3
OpenWebUI,http://116.62.116.255:3000,401,1
OpenWebUI,http://195.254.132.120:8080,403,3
OpenWebUI,http://120.232.132.37:18001,403,3
OpenWebUI,http://82.153.134.181:8080,403,3
OpenWebUI,http://141.85.224.190:8080,403,2
OpenWebUI,http://183.241.49.168:30001,401,1
OpenWebUI,http://78.46.41.50:3000,405,1
OpenWebUI,http://34.27.247.181:3000,403,3
OpenWebUI,http://74.48.61.84:3000,500,1
OpenWebUI,http://20.196.65.158:3000,403,3
OpenWebUI,http://194.233.68.78:3000,403,3
OpenWebUI,http://38.45.67.240:3000,403,3
OpenWebUI,http://188.26.155.196:8443,403,3
OpenWebUI,http://112.243.55.120:9999,403,3
OpenWebUI,http://91.227.181.162:8082,403,2
OpenWebUI,http://51.79.255.27:3000,403,3
OpenWebUI,http://83.229.121.33:3000,401,1
OpenWebUI,http://38.49.38.35:3000,403,3
OpenWebUI,http://117.159.41.174:8443,400,3
OpenWebUI,http://212.132.88.74:3000,403,2
OpenWebUI,http://103.175.218.69:3000,403,3
OpenWebUI,http://141.85.224.190:8080,500,1
OpenWebUI,http://111.2.199.30:8082,403,3
OpenWebUI,http://82.67.99.35:3000,500,1
OpenWebUI,http://212.132.88.74:3000,500,1
OpenWebUI,http://110.10.242.160:3000,403,3
OpenWebUI,http://101.43.96.157:3002,403,3
OpenWebUI,http://5.9.102.30:3000,403,3
OpenWebUI,http://78.46.41.50:3000,403,1
OpenWebUI,http://91.108.124.186:3000,403,2
OpenWebUI,http://101.42.23.218:3000,403,2
OpenWebUI,http://43.139.141.142:3000,403,3
OpenWebUI,http://43.155.141.155:3000,403,3
OpenWebUI,http://82.29.167.7:8080,403,3
OpenWebUI,http://101.42.23.218:3000,500,1
OpenWebUI,http://178.156.133.105:3000,403,3
OpenWebUI,http://108.254.160.156:3000,403,3
OpenWebUI,http://91.227.181.162:8082,500,1
OpenWebUI,http://139.196.228.252:8080,403,3
OpenWebUI,http://154.43.167.42:3000,403,3
OpenWebUI,http://78.47.3.189:3000,403,2
OpenWebUI,http://152.32.151.246:8080,403,3
OpenWebUI,http://47.79.39.134:3000,403,3
OpenWebUI,http://89.240.14.20:8080,403,3
OpenWebUI,http://91.108.124.186:3000,500,1
OpenWebUI,http://88.198.59.77:8080,403,2
OpenWebUI,http://47.115.172.176:3000,401,1
OpenWebUI,http://118.181.137.56:3000,403,3
OpenWebUI,http://98.169.89.243:3000,403,3
OpenWebUI,http://88.197.52.60:8080,401,1
OpenWebUI,http://175.114.138.119:3000,403,2
OpenWebUI,http://154.9.228.114:3000,403,3
OpenWebUI,http://138.3.251.87:3000,403,3
OpenWebUI,http://175.114.138.119:3000,401,1
OpenWebUI,http://206.190.238.212:8443,400,3
OpenWebUI,http://178.32.255.139:3000,403,3
OpenWebUI,http://147.93.145.5:8080,500,3
OpenWebUI,http://79.250.182.140:8080,403,3
OpenWebUI,http://195.128.227.252:3000,403,3
OpenWebUI,http://58.39.239.58:3000,405,1
OpenWebUI,http://5.75.141.242:3000,403,3
OpenWebUI,http://48.217.213.227:3000,403,3
OpenWebUI,http://95.165.101.79:8080,403,3
OpenWebUI,http://124.156.227.192:3000,403,2
OpenWebUI,http://58.39.239.58:3000,403,1
OpenWebUI,http://147.93.104.62:8080,403,3
OpenWebUI,http://148.251.12.81:8080,403,3
OpenWebUI,http://142.171.204.246:3000,403,3
OpenWebUI,http://103.99.24.60:6060,403,2
OpenWebUI,http://88.198.59.77:8080,401,1
OpenWebUI,http://103.99.24.60:6060,401,1
OpenWebUI,http://78.47.3.189:3000,500,1
OpenWebUI,http://124.156.227.192:3000,401,1
OpenWebUI,http://46.101.105.226:3000,403,3
Ray Serve,http://49.232.173.211:8001,500,2
Ray Serve,http://3.128.161.3:5000,500,2
Ray Serve,http://3.89.184.232:81,404,2
Ray Serve,http://52.87.50.157:5002,500,2
Ray Serve,http://46.101.14.70:8003,500,2
